org,classification,source,Dataset_ids,Occurrences,WeightedOccurrences
The Bottlenose Dolphin Research Institute (BDRI),public,baseline,['abe87777-0f76-4c16-92c3-b8945ef1afb6'],183,0.0
University of Newcastle,public,oceanexpert_id,"['74d67d71-2d25-4fa1-9a1e-df71c6af891e', '8b0d5fdd-6a3f-48c7-a4aa-84f39f2df647', '2ac6b17f-3b3a-4e0f-b712-3b640bf79147', '40d3d980-b417-4f0f-a90a-6b98a0093bc4', '51f0f3ff-39a7-4302-ab26-258bfe614975', '2c4f07c6-1c02-4082-88da-9e51b7897f24', 'c82dd852-a454-4a5b-8515-ece289f382d3', 'fc9c2fcc-42ca-4cf2-95a7-e45cf1f0a5de']",10950292,0.0
"Technical Innovations, Inc.",private,baseline,['10b213e6-a9c4-459e-a40c-ef9edc461b97'],40489,10122.25
Charles Darwin University (CDU) ,public,baseline,['f8bba1da-59a0-47f2-8b90-b1b6c7ee684f'],39810,0.0
Fundacion Amano,private,rag,['9ecef113-7e29-4bfb-be05-2dfec6b6847b'],81,53.999999999999986
Comunidad Miramar,outlier,manual,['c7d73f17-6c9f-4213-99f4-5beb7b9dc0a2'],39,0.0
University of the Republic of Uruguay (UDELAR),public,baseline,['5461d93c-b002-4b72-8ea1-7255da2536dd'],6,0.0
"Pontificia Universidad Católica de Chile, Santiago",public,oceanexpert_id,['81db945e-d319-4237-b49e-cd3e78937393'],20566,0.0
Province Nord - Direction du développement économique et de l'environnement (DDEE),public,manual,"['79d8f8fd-171d-4c98-9170-39dcf9f4a178', '3c11c3ad-c79d-438e-b792-0569b425e9d9']",10661,0.0
Institute of Oceanography and  Fisheries Croatia,public,oceanexpert_id,"['bef38a3a-fc41-4be1-82fa-9aa75ad08b81', 'ffb0c701-ecb7-4b25-b511-0a0f6ad5ed54', 'b13cce4b-3894-4e89-82e6-aefa341ec2f7', 'f957689d-e479-4a3a-9e06-d390ff3d44c9', '376b6d39-629d-4df6-95a7-6765f72d8369', '9fe5df78-6fbf-4ce6-8a03-dfe21034eb14', '8fbd11e6-7899-4a34-bc50-a1620ac7d5c5', '7438886f-08b3-42c2-be14-9641471af765', '687729d2-ca2c-48b6-946e-38269716dbda']",33954,456.20833333333326
Sydney Institute of Marine Science,public,baseline,['0144c394-a96e-48dc-a9eb-ab418e6bffcf'],77,0.0
Institut Pythéas,public,baseline,['baa2fd15-8103-4153-acaa-268bd41e5462'],710,0.0
"Canadian Museum of Nature, Research & Collections",public,oceanexpert_id,"['9f1a9d1c-833e-4fbc-9ecf-1918c7a8b699', 'f3e2bdd3-d495-421a-9182-92432ef24c79']",105511,0.0
Centre d'Estudis Avancats de Blanes-CSIC,public,rag,['7afba27f-8547-4899-829e-b4bd25765322'],297,24.749999999999993
Western University – Department of Biology,public,oceanexpert_id,['6f0c7e6b-f07c-4fe8-90e1-210b8626279a'],2,0.0
"IDEA Consultants, Osaka Branch Office",private,rag,['e7f84807-573e-4a3e-b109-f5c1e96e7158'],327,108.99999999999997
University of the South Pacific,public,baseline,[],0,0.0
Escuela Nacional de Estudios Superiores Unidad Mérida Universidad Nacional Autónoma de México (UNAM),public,baseline,"['fa37c84a-ae75-46bf-9bae-82ed34b1f911', '1de8b1fe-8847-4e4f-9140-cfa6dab91e4c']",628,0.0
Dept. of Marine &amp; Wildlife Resources,public,rag,['4df1f317-d933-4f27-a73b-7ee117751ed0'],820,0.0
"Florida State University, FSU Coastal and Marine Laboratory",public,baseline,['55e369ca-ff48-4024-909f-7a3ce2d74dcc'],2416,0.0
Université de Bretagne Occidentale; Laboratoire d'écophysiologie et de biotechnologie des halophytes et algues Marines,public,baseline,[],0,0.0
Australian Antarctic Division (AAD),public,oceanexpert_id,[],0,0.0
Swedish University of Agricultural Sciences,public,baseline,['c633b0f8-90bb-43f2-8680-65ac26dd8400'],656050,0.0
Instituto de Investigaciones Marinas y Costeras José Benito Vives de Andreis,public,oceanexpert_id,"['d014eb61-7226-4edd-a4b4-3045283f2848', '1ad8e2d8-06c8-403b-abc0-9882990fedf8', 'e3c48dc5-ab62-4652-a60e-1d05298ef385', '9ff05ce0-80c9-4517-908e-8b16800f0e7c', '99e432a3-9be6-4374-b6d2-91e29d6a5987', 'a121d740-8e25-40f0-a06c-3e5d0fbac6c3', 'eb6e0855-981d-4ab7-82f4-f8b92367a7f7', '4c033f09-7a21-43e5-a4c6-55842027d141', 'b005195b-414b-4b29-9352-e7522fa8af74', '9812f083-84a3-4709-9e59-610ff7247fe6', '26ff98fc-cfe1-444e-82ad-6e087b7d86fe', 'ea56beb4-68fc-45e5-b975-fc3fedc87ce8', 'f3fa4dc5-3717-4a09-87d2-1672f1db6a65', '0569339f-a376-42f4-8453-49ab9932713d', '4b268c92-9b4f-408e-b1bd-70dc45b0edf2', '04741378-3eb3-4674-8ac6-298643ec3ba4', '56ec9691-75c7-4d30-bd66-773e05ca98d8', '219460e6-ceb3-42eb-8216-fa1d2d09a3c1', '2ff9fccd-c762-4d09-80ad-7403c93241f6', 'ea845d5b-a60c-4669-86e1-5124583d614f', '52e86e3a-583f-4218-9c1a-ecd232d165af', 'fb7d3788-7747-442c-ab9e-2cfeb4923031', 'fc8addee-5e44-43b6-bb8b-5dd54d04023a', 'e80bbf0a-9142-4ee8-8a2b-5a0ffebe06bc', 'efea09e1-3eb3-45bd-a3bc-64fd4bc23b0e', '00f136b5-9091-4eb2-a2af-fc2ffb80b938', 'cd691a3e-8f01-4166-8d2e-a084e22c9bec', '5a056af1-c159-4f0f-a851-4c6b00590b05', 'cf1034ec-9672-4802-8342-9a94609dce4f', '5c391d75-65ef-47b9-abbb-769ab587e819', '95dcd908-a6b9-4422-a441-42caa46724f5', '1e4d7adb-10a0-47cb-af6b-33b437fa5bf5', '3410f695-4bbb-40c3-82e9-1991c30d4d6d', 'de803590-9afc-4340-8fdc-49d5b2454657', 'dc590428-7a0e-4272-985e-b5ad279a245a', '80773cc7-44a8-42b8-a3ad-cc30c5b8f866', '58480117-eefa-49e7-abee-bad994d9d91b', '1d94f371-a3e5-4e9a-b48c-f26e864c7621']",145393,10649.87918192918
Consejo Comunitario de la Comunidad Negra de Puerto España,public,manual,"['6a74cd8c-19c7-42dd-88c5-b0906b02455f', 'd50ba1b8-7254-40ea-af9a-099846e469c0', 'c7d73f17-6c9f-4213-99f4-5beb7b9dc0a2', '4c4d6b47-5fc1-4a92-9da4-73395b6fe23f']",492,0.0
Bangladesh Sea Turtle Satellite Tracking Project,public,manual,['afb23951-7a91-44f5-9c70-1c569bc7f996'],159,0.0
INVESTIGADOR CIENTÍFICO,public,rag,['51a6caf1-9c75-4dba-9ee5-f4f6226a78f3'],187,0.0
Consejo Superior de Investigaciones Científicas; Instituto de Investigaciones Marinas de Vigo,public,baseline,['3f871238-07df-4757-a790-aeb866ba9eed'],3195,0.0
N/A,outlier,manual,"['73fe766c-c720-42f3-9b4d-4674380389c5', '0e34a98a-0620-42f4-89f0-494166acc80d', '7a77a216-69a2-45c2-82bf-81cd0e5f080d', '621a372e-f5e0-4ecb-968f-42969d521794']",268,27.25
Universidad de Valparaiso,public,baseline,['5e009291-b1ce-454f-bbcf-d98142eaeda9'],173,0.0
Duke University; Nicholas School of the Environment and Earth Sciences Marine Laboratory,public,baseline,['5461d93c-b002-4b72-8ea1-7255da2536dd'],6,0.0
University of Gothenburg,public,baseline,"['61c584dc-c8d4-4f3a-9122-fbaec9562707', '28b3b579-c7d1-43ad-8cf6-3e5d6b3b2016', 'f6605170-7d13-4f65-961f-bd322e848d7f']",344580,0.0
McGill University,public,oceanexpert_id,"['800562a3-5860-44fc-a33d-a36c816f57c5', '927d909a-3357-4ad8-b3b7-87d89ee0335f', 'd98337e1-977f-4e4c-bd02-ae0aa69caa3a']",2010,0.0
"National Oceanography Centre, University of Southampton",public,baseline,['0dee1c07-b9b6-4260-a4bc-6c6fff25a041'],14873,0.0
Nemys eds.,public,rag,['29dbebfe-bf43-4167-ab9b-48bcd546edc9'],5844,0.0
"Italian National Antarctic Museum (MNA, section of Genoa)",public,baseline,['d166642a-5670-46e5-a4de-88554adc5073'],6027,0.0
"Instituto de Investigaciones Marinas y Costeras ""José Benito Vives de Andreis""",public,manual,['f7777a70-e23c-436a-a0cb-9200bf87e194'],34106,0.0
"Yayasan Pulau Banyak, Aceh, Indonesia",public,rag,['d092651c-d9b4-4583-a6c0-78e98a1dfbec'],13,0.0
Polish Academy of Sciences,public,baseline,['c6b9cd54-3c38-4054-b5e6-d331414d5899'],2456,0.0
Washington State Department of Ecology,public,baseline,['391a1608-87a7-4f70-950e-86643643f611'],1917,0.0
Terra do Pico,private,manual,['6808176f-ffe5-4f24-a7ec-b3fb4b630a28'],77572,41371.73333333333
Göteborgs naturhistoriska museum,public,manual,['c0c05803-63d7-434d-b7f6-db638d57ab36'],384,0.0
Autoridad Nacional del Ambiente,public,baseline,['0afb9d35-96e4-434e-b6ff-6a3e87ffc8c1'],345,0.0
Universidad de Antioquia,public,oceanexpert_id,"['e741dd33-46c6-4afe-a4c4-2abb1d7456e8', '6aba8c7d-3f1c-4676-ad08-a6604b58c9c8', '078147d3-843b-4a03-97b6-7e71fea816bf', 'b483bf5b-e440-4b0d-b2bb-301c31b6ed24', '3fa47f4f-8313-4e53-ac92-ca87fc119c4c', '22e79508-4bb1-463b-84e4-c27ec6ee9b60', 'f98a08db-b2af-4fb9-8735-1b2af9117742', '81fb1b7f-edae-4e71-ac26-a3604a296eeb', 'af375b33-c322-42b8-9799-9ca70f342b64', 'a2446547-4c94-4df3-a6dc-ccfcdcbb4596']",5282,0.0
ANH,outlier,manual,['0b7920b4-c0f5-402a-9c6c-b00acf540483'],5568,0.0
University of Florence – Department of Biology,public,oceanexpert_id,['e32ff326-333e-46c3-87c4-7641aad2fc9a'],4067,0.0
Alnilam,private,manual,['6ff78b05-3413-4626-a0d1-d36e75e2b2d3'],4871,1623.6666666666663
Marine Solutions,private,rag,['c01640e5-5308-4da1-ad28-ad28dda29114'],184,61.33333333333332
Comisión Permanente para el Pacífico Sur,public,oceanexpert_id,['651931ca-4450-4463-9685-bbe826d62077'],565,282.5
Università degli Studi di Bari Aldo Moro,public,baseline,['caaa3c28-7b09-4422-a7e5-4c4fac62630a'],225,0.0
Mauritius Oceanography Institute,public,baseline,['d2e894a3-b5df-4c2a-a845-dcfd57192593'],180,0.0
UFPE - Federal University of Pernambuco,public,baseline,['0ef62745-06f7-4251-9eb9-cccf8ed5dc2b'],2295,0.0
Tallinn University of Technology,public,baseline,"['d19d6c41-ab39-467e-871c-472ae67bbd57', '55013baf-995f-4529-a764-e0c456cf4d2a', 'c28a98ea-84bc-4930-8d82-778ed7402269', '3ff82f02-aefe-45bb-a37e-3035394b3e56', 'c92f63eb-83b6-40ff-a07c-738c52aae60c', 'c431bef6-78ce-4308-9e36-3561d18d4414', 'de2825af-7d83-4585-b6cb-118cff3774cd']",237124,261.0
Florida Fish and Wildlife Conservation Commission (FWC),public,rag,"['5eacd6fb-0eea-416e-a1e4-cc0abb82b688', '3372a229-1200-4229-a531-220c6c91ac07']",139955,0.0
"Universidad de Bogota Jorge Tadeo Lozano, Santa Marta",public,oceanexpert_id,"['00f136b5-9091-4eb2-a2af-fc2ffb80b938', '4f6a005a-43e3-4dd5-a3b0-97efd0cfd7e4', '0b9426df-0864-4ec5-a5e9-264ad4e22ab8', '508b1d7f-a66d-4819-8e44-89978f4d60e8', '160c06c1-853d-4016-82c4-a063621e05ec', '71bfbe5f-2fa2-4b4b-b8d0-5574d00b5bf4', '736a3672-ee50-403d-8e8c-26f615f127fa']",1148,99.1222222222222
"Muséum National d'Histoire Naturelle, Station de Biologie  Marine, 29182",public,baseline,['96f4a5d3-3e3a-4ccb-8343-b1db99074b1f'],663,110.49999999999997
University of Oviedo,public,baseline,"['0e6462e3-28fd-4a90-85e2-34718c6d795a', '1ef5da48-0a21-4c3c-b795-e46116551761']",13122,122.3333333333333
Sapienza University of Roma,public,oceanexpert_id,['bef38a3a-fc41-4be1-82fa-9aa75ad08b81'],10949,456.20833333333326
Arthur Rylah Institute of Environmental Research,public,baseline,['fbfac8c0-0881-4866-a0e0-297022c8999b'],1106,0.0
Istanbul University,public,baseline,['9e2005b5-0e20-4701-bbdb-bd441bd65ea3'],2214,0.0
Marine and Coastal Management Department of Environmental Affairs and Tourism,public,rag,"['fd13c964-0fb6-4ef4-ae89-e35fc88a9c77', 'fd4a002f-3972-46fc-9e16-8d2c14110e50', 'b8a0d284-fa0a-4a20-8d27-0e736a42ae25']",2838257,0.0
Department of Fisheries and Oceans Canada,public,rag,"['b77e7c2e-d796-478a-b110-8a647a887a4a', '61887f35-b176-466c-87c2-8f8a52bc224a', 'a9624ba0-d7cc-4e60-bfd9-ce40817fdbc6', 'b86ad124-78ff-4553-9af4-6226d0c2bd49', 'a390823a-2a59-4680-9f42-c34af84eeae8', '4b0fd78e-c074-4b7b-a716-adf7e3917776', 'ce28c897-d3e7-40d9-bf93-bd87c4aff63c', 'e0f45753-759a-4bc2-ab24-26dba4376707', 'd5d038ac-e400-4381-8283-a0ef9efa9dae', '2c89c637-344f-48a8-90f3-eba46923fa6e', '84df1ad7-e089-4199-9fb4-62f586c7c34d', 'b46bbf90-245d-4a32-b18a-e934fd7b0ff3', '8a5040ba-4284-4146-a727-30375d243846', '8e6bb676-f180-4bbb-97ba-5911d7661b07', 'b1ac5f36-3546-4bcf-942c-75032472290d', '78bf6b7f-555c-4bf7-8d81-a766c5bc736e', 'f90edaa5-9342-466a-a3c6-e504ae639f99', 'b7ec83f0-1245-45c5-bc6d-a6c863059e52', 'afab2616-cc64-45a6-b04c-a5354ddec25e', '205f1a46-6e59-488e-a674-92c02cffb67c', 'ec1dc821-fead-4448-b25f-f26651959f7c', 'a2426321-7817-4086-ace6-f16ce16a3653']",1749533,48009.40259740259
Christian-Albrechts-University Kiel Leibniz Institute of Marine Sciences,public,baseline,"['420d5051-7d48-4c63-94d8-2553b9aad236', '726e33e7-6415-45ae-9d20-7c9a60e01343', 'b06bc9f1-220a-4c9c-9bf3-30b2638e70a0', 'cad31b12-0f59-4abf-9109-cb09ea40c297', '55fe88ac-f76a-40c5-b529-037b460a5771', '5fbbc3e4-e951-4aa2-a16c-ac9258933d6c', 'a11a7cff-6f7e-4d34-8d39-fc86cb8783db', 'bef066c4-4afc-4553-9e99-88285868aba4']",45711,0.0
Texas A&amp;M University,public,baseline,"['aa1aa398-2222-4d26-b8b6-e7c6f7b294a0', '158a55b5-1584-4b35-a55a-6fb34d7a2114', 'e271df6c-04af-4e5f-a057-d95509931921', '76ea62a4-9584-4af9-8256-1dd8bb5c3452', 'a4c50c8c-e853-45c5-b5b5-30907ec9a8bb', '029e5f38-0b14-4818-bc52-db51e2d7df3d', '7fe97cd7-1d94-475a-bbec-144fbee1efd8', '6823e1bd-2f45-4971-8b1f-8888b661885b']",21903,0.0
Vlaamse Overheid - Instituut voor Natuur- en Bosonderzoek,public,oceanexpert_id,"['e973318d-481e-4e3b-8f00-d5c1fb4f3996', '6c77ad5e-e635-4c2a-b389-e11676f20137', '6639fa5b-1d59-48fd-a53b-59a3e823fa6f', '9ca26a96-ff54-45f3-a423-7f6ab9f540ef', '3b1da04e-7b8d-4080-ba17-d29909d6d95b', '00cad65a-aa33-4d98-93a2-15155fa963e3', 'aac5ca81-638a-4335-9aa7-5c2bda67a362', '01dbc62a-e166-4752-8547-6db4542ec039', '2c6aa97e-e886-4564-a55a-48e2e506f014', 'cd6933a8-797e-41f4-94f0-fcd969b6794e', 'c633b0f8-90bb-43f2-8680-65ac26dd8400', '550b4cc1-c40d-4070-a0cb-26e010eca9d4', '7ee5747e-f7c5-44ad-9012-925dd60967aa', 'a8c7c2d3-533a-4b8f-aff8-a43b8f280a7b', '132cfd6e-097d-4ee4-b737-58a596dcbe27']",5269602,0.0
WSAOBIS,public,manual,['18e06e2d-1cde-4deb-a60e-4a6423428118'],17514,0.0
Laboratoire d'Océanologie et Geosciences - UMR 8187 - Centre National de la Recherche Scientifique - Université du Littoral Côte d'Opale - Université de Lille,public,oceanexpert_id,"['3aa23743-5491-481b-9a70-42a537b61ed2', 'f3416b37-508f-45f0-a91f-165800611f4d']",49910,986.2105263157894
Tartu Ülikool,public,oceanexpert_id,['047ce186-4302-4c3f-967f-ccae9d3a1804'],67664,0.0
Research Center for Deep Sea,public,baseline,['4505624c-fbbd-4abc-833e-14cbb9fadc28'],1614,0.0
Institute of Oceanography and Environment,public,oceanexpert_id,['a71b7b9f-5e64-42cb-9acd-af86c507bc20'],956,0.0
Arctos,private,rag,['f7677584-eb01-44ca-96f9-a334381034fa'],16933,5644.333333333332
"Departement Systematique &amp; Evolution-UMR 7205, Museum national d’histoire naturelle",public,baseline,['629522cd-0850-48da-98d0-11c498b59997'],16,0.0
Aqua Açores,private,manual,['6808176f-ffe5-4f24-a7ec-b3fb4b630a28'],77572,41371.73333333333
Atlantiangra,private,rag,['6808176f-ffe5-4f24-a7ec-b3fb4b630a28'],77572,41371.73333333333
NSW Office of Environment and Heritage (OEH),public,rag,['0ae49e4e-ad4c-4b89-be2e-b6003c0038ec'],349878,0.0
Macquarie University,public,oceanexpert_id,"['0681f804-ea29-4fef-a9d9-ba617ea76d0d', '53f0f94d-2343-461c-b732-8d8c1b8379b2', '33edf19e-249d-4d20-993b-7c7f34e7bace', '99659178-978a-4133-952a-1fa821ba8e23', '473e9343-66e6-43e3-9e16-b56817578a71', '58a383eb-59c1-4023-b5f1-251bf89512c0']",240441,0.0
Mediterranean Institute of Oceanography,public,baseline,"['b11fc5e1-9633-4f11-bc74-c983731666ed', 'cc62b9e8-dd4a-4638-8061-b72721568e33', 'c6b9cd54-3c38-4054-b5e6-d331414d5899']",2956,0.0
Universidad Nacional - Sede de La Paz,public,baseline,['1a42b0c7-e99c-4510-8cbb-25a82dac09e4'],120,0.0
National Museum of Wales – Departement of Biodiversity and Systematic Biology,public,oceanexpert_id,['15f11e0d-44ec-4cb0-97cf-d2098b72e3a7'],5166,0.0
Parques Nacionales Naturales,public,baseline,['6ea5869c-cb2f-495e-a99b-d100f1779109'],178,0.0
San Jose State University,public,baseline,['5df9142f-39ea-4009-bdf8-e706fe32a9f6'],33789,0.0
Federal University of Technology,public,baseline,"['52079802-54c7-49cf-bd89-b3eefe6be8a5', 'd78fe17e-a714-45b3-9d8a-ac750fe22370']",42,0.0
UNESCO Intergovernmental Oceanographic Commission,public,manual,['65f7c77e-3ed5-4d87-85d2-8543aded2bf9'],990,0.0
Peter E. Gibbs,outlier,manual,['41c11254-3d89-43df-9965-a8f88f5bd2df'],399,0.0
Observatoire Océanologique de Banyuls-Sur-Mer Laboratoire d'Océanographie Biologique,public,rag,['27530a2b-da53-4f3b-98b4-83d4b3e73082'],5642,0.0
Fish and Wildlife Research Institute,public,baseline,"['ac446ff8-14f8-4760-91dc-20f7660464b0', 'e84e4864-bb77-486d-9940-d784014dd2fc']",470274,0.0
Vlaamse overheid; Beleidsdomein Omgeving; Instituut voor Natuur- en Bosonderzoek,public,baseline,['86453e9e-24f5-47b1-b442-b6f86a9979b7'],2673571,0.0
Passamaquoddy Pleasant Point Tribal Council,public,rag,['e0f45753-759a-4bc2-ab24-26dba4376707'],643807,0.0
University of Miami,public,baseline,"['5702d4da-3041-4601-94f7-7a2e3c6e722c', 'bcd1a4f5-c99b-404d-b01a-47e8a5d80e2b']",164994,0.0
Universidad Nacional de Colombia-Sede Caribe,public,baseline,['e39be6ef-3c91-4e97-baee-2b23ea59808e'],396,0.0
Federal Government of the United States of America; Department of Commerce; National Oceanic and Atmospheric Administration; National Ocean Service; National Centers for Coastal Ocean Science Center for Coastal Monitoring and Assessment (NOAA-CCMA),public,baseline,"['1fe0bc91-a326-4fc6-a7c3-4b0cdd2fd9b2', 'dfb911f2-138a-42b4-95d0-37ed041b9490', 'd7db88c1-6dd1-4dbc-ba5b-14067e91652e', 'bbf10b27-f6f8-4258-a07b-9e764bd511f6', 'a9114765-9e28-4a43-9987-4fd9f398748a', '20e77c1c-6cbe-43b0-844b-4443fd735853', '18ca2c17-c652-4cc8-83e3-1345be74f265']",117297,0.0
Moscow State University,public,baseline,['29dbebfe-bf43-4167-ab9b-48bcd546edc9'],5844,0.0
Centre de Recherches Halieutiques et Océanologiques du Bénin,public,oceanexpert_id,['ac601ddd-503c-4062-9450-09e473f8d9d9'],87,0.0
"AZTI, Marine Research; Basque Research and Technology Alliance (BRTA)",public,baseline,['80e7286d-6d8b-45ea-b279-eff2297752ae'],46156,0.0
Federal Institute of Hydrology,public,baseline,['798d34a8-1593-4543-886b-a72df94844b1'],286,0.0
"Estuary Research Center, Shimane University",public,baseline,['74a748a8-5d72-4c6a-8ce3-e64b75d10569'],302,0.0
"Orkney Islands Council, Department of Harbours (OIC)",private,manual,['92bacebb-9cfb-419a-b435-ce1ecb061859'],2527,1263.5
UMR 5244 CNRS Ecologie et Evolution des Interactions (2EI),public,rag,['f3a98533-58fb-4abb-aa1a-205cdeb00554'],7,0.0
MAREX Expertise &amp; Conseil en Environnement Marin,private,rag,[],0,0.0
Federal Government of the United States of America; Department of Commerce; National Oceanic and Atmospheric Administration; National Marine Fisheries Service; Southeast Fisheries Science Center (SEFSC),public,oceanexpert_id,[],0,0.0
Zoological Institute of the Russian Academy of Sciences,public,oceanexpert_id,"['2add9286-4793-44b8-a00e-4578a7776c12', '677cbeca-903e-4a9d-bdf2-11184ad0c201', '2b75ad47-cee7-490f-ba9a-b7c0d499d583', '19201a58-d4e4-42be-8384-676b6522443d', 'a145f369-b272-46f7-86bc-08412b1ee927', 'e1ca35fd-bbc4-4da9-a27c-fea1502a4a30', 'cc5daff7-5082-4d7c-9b27-e47956efbcee', '9b7abffc-cdc6-41cb-b8b8-3da22355a64a', '5bb57395-5f90-4c8d-8f84-e2ead1f28a3d']",27389,0.0
Instituto Politécnico Nacional,public,baseline,['28fc6d00-b0fc-4249-9227-ce19e040dbe6'],367,0.0
Wildlife Division of Forestry Commission,public,rag,['029d305b-d231-4bb1-b8d3-898db3cce2d3'],371,0.0
"Instituto Português do Mar e da Atmosfera, I. P.",public,oceanexpert_id,"['9d2f7b40-7028-432f-b022-52d6e2f6a47f', '2861ebc0-ac05-47c7-a150-df8cc6bc64b0', '7de27276-f9f7-40a2-bbd3-18512b50fe28', '9378019b-6657-4c21-81cd-1d2f19e30065', '61a1cc7e-9fa7-4006-b79e-e04f0c80fb08', '8f5213fe-787d-4ff9-b981-867c763c1dc8', '18b9f6fd-0cca-4938-a6fa-d6b375dfa716', '78acdd0c-0aa6-4dec-8b65-83794aa64476', '93c55b6a-0da2-45c4-a7b2-e59102d554b7', 'e7e9e58c-6c4c-4cc0-9df3-dd255fd303bd', 'f4db072d-b163-4e58-acf5-1d1a6b4ddbb2', '4732665a-947e-426c-b58c-25a10d98d35d', '0a9b3c48-af3d-424f-b175-c8444ce202d5', 'a94aa77d-c064-48b6-9101-b2091f074c09']",53266,0.0
Nereide,private,manual,['f5005f2d-c05b-436f-9d1a-5dbc186ee4a8'],150,37.5
Sorbonne Université,public,oceanexpert_id,"['baa2fd15-8103-4153-acaa-268bd41e5462', '9d7d536d-fe9e-4e05-911e-3ec60e182ce0', '1a653b53-5fe5-4d67-b62c-a69294553304', 'cbd631ea-c8ff-419f-8340-b29c7fdc416a', 'e8f6f42e-0e33-4382-9998-9a178eac3191', 'f180f1e9-817b-49f7-b5f4-04e1cc193f48', '5f6e6e4c-0e3e-4722-88a7-e3c0590df38a', '48cb8624-a221-47ed-9a6d-b99b0bb394e0', 'cf2113ef-d5f0-4586-9fc6-4b208e0bc245', '7faf5339-04a6-4c1d-9770-62c42f8d2934', '7765772f-4817-4cb1-a87a-e5a6a885786a', '81ca9ffc-9cbb-4a48-87b3-191c8b5d94d9', '96f4a5d3-3e3a-4ccb-8343-b1db99074b1f']",2390302,155550.16666666666
U.S. Fish and Wildlife Service,public,rag,"['9c3e1803-61db-48fb-94fd-24ea5a17ba8b', '7eee0f1c-5afc-4135-94df-f3ecb169fa38', '69a06619-6cb4-4c8a-8bb2-41f88c5669a1']",6568,2553.714285714286
Universidad Nacional de Córdoba,public,baseline,['7afba27f-8547-4899-829e-b4bd25765322'],297,24.749999999999993
Smithsonian Environmental Research Center,public,baseline,"['beab1dcb-8235-4072-85cd-d8c3373e4ae0', '928ef84a-129a-4e57-a484-f13bc9c94989']",2307,0.0
The archive for marine species and habitats data (DASSH),public,rag,"['a23d9c9c-c978-4fa5-9e26-47f2d0be34d1', 'a79f365f-e0ad-4fbc-8396-0c5998776423', 'ff9646f7-47eb-4476-bf23-543977e67d40', '93b03ec6-f235-496d-99c5-214d45a09dd1', '2f7b53d1-8f62-47bf-8beb-e0b43935e82d', '5682c3fa-7c31-43ae-bce1-e0c38a02d7e7', '4f3144c8-16c6-40f2-aba5-ba008b1e34d9', '52bb0807-6b48-4fe7-9f55-9b63d0b3abd3', '77cd73c0-62a0-48a6-b8af-9d6324e5b15a', '11bb7544-a878-43f0-ba64-23da0a294e61', '2ff7d769-30de-4503-aec3-71fb65e69c74', '8363c499-4b22-4691-a9e3-eb517d0aac19', 'fe122ff7-d413-49ee-b08c-0212e54c9df8', '4e1d3863-439e-4017-bcd7-c52b4677f952', 'bcc4d307-2e54-40d9-9a71-3615e10a2c3b', '84c603f1-534b-4272-af11-186ef5559ee7', 'b7f063aa-6b3e-472e-916a-b88d7fea3d9d', '67927f74-23b7-43af-b7e7-a39b1ec63a2b', '41c11254-3d89-43df-9965-a8f88f5bd2df', '35ea76e5-be21-405c-a9f0-eeddd0c68e70', '40c2d431-9cd1-4c4d-bd00-9a7883ff2577', '4aab2474-c06d-4ff7-acb0-3e5f03a3f044', '40eaf17b-e6a6-4cce-b22a-21db9c3905e7', 'f56c665c-56f2-410b-bfb8-4b556e243244', '9d5d07ef-4f64-480e-9ece-96d5132b9f6e', 'ebee1566-9492-4aa0-b151-2c4c98092e26', '3314a8a6-959d-4c5c-bdad-7b25af714444', 'a4f570e7-943a-4715-9ac3-d402690e2fe9', '0ef4bb91-c27c-4e90-b679-c170252dddb6']",14030,1035.5
USFWS Endangered Species Unit,public,rag,['082aa123-802c-45bd-b189-4a3278a6e156'],1321,0.0
Sepia Rov S.A.S,private,manual,"['9ee7ef15-eeb7-478b-95ff-f31e24951001', '4421cb19-32c3-42a4-b429-893b2579e43d']",111,54.333333333333336
"U.S. Geological Survey, Patuxent Wildlife Research Center",public,oceanexpert_id,[],0,0.0
"Antarctic Climate and Ecosystems Cooperative Research Centre, University of Tasmania,",public,oceanexpert_id,[],0,0.0
Senckenberg Nature Research Society,public,baseline,"['c4e7e0d6-aef2-480f-8157-134bd1c6b229', '9b1a023a-219c-4280-9802-1c7896803570']",35000,0.0
"Department of Wildlife Ecology, University of Maine",public,baseline,['47d7790c-a82c-43b0-8c5f-6a181cd8cb79'],5557,0.0
LUZ- Venezuela,public,manual,"['d321d706-d0aa-4f4e-811d-fe0d5d4d3479', '7b4c18af-49b9-4d33-849f-b2c79a3d8317', '4135dae1-350c-4002-b123-014833048fe2']",90,0.0
University of New Brunswick (Saint John) - Department of Biology,public,baseline,['3ead891d-1958-423c-be3f-289d87219263'],480,0.0
"GEOPS Geosciences Paris-Sud, CNRS, Université de Paris Sud",public,baseline,['572553d0-eaaa-4180-b399-f89bf37e070e'],8265,0.0
South African Institute for Aquatic Biodiversity,public,oceanexpert_id,['fbe20230-f4f1-48e7-83ee-4cd3ad15a1db'],67948,0.0
Instituto del Mar del Perú,public,oceanexpert_id,"['16510183-66c1-4a7d-a152-cad8f1379a8b', 'c4abaa14-c71a-4a4c-a3a2-e39f0136aa6e']",52,0.0
