dataset_id,Data providers,Contact Organizations,Total Occurrences
566386e9-9494-40a1-a3a0-63233c208fee,"['University of Tasmania, Institute for Marine and Antarctic Studies', 'CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'CSIRO National Collections and Marine Infrastructure']","['Institute for Marine and Antarctic Studies (IMAS), University of Tasmania (UTAS)', 'Institute for Marine and Antarctic Studies (IMAS), University of Tasmania (UTAS)', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre']",17827
e49ec110-4fc2-49a7-b409-7537312e7d52,"['University of Tasmania, Institute for Marine and Antarctic Studies', 'CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'CSIRO National Collections and Marine Infrastructure']","['Institute for Marine and Antarctic Studies (IMAS), University of Tasmania (UTAS)', 'Institute for Marine and Antarctic Studies (IMAS), University of Tasmania (UTAS)', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre']",30272
b8439c16-2820-48e9-8ea0-7ccbd71b8805,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'CSIRO National Collections and Marine Infrastructure']","['CSIRO Oceans and Atmosphere', 'CSIRO Oceans and Atmosphere', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre']",47276
81903d9a-f9f2-4bee-ab8c-07609b308e6b,"['The University of Western Australia', 'CSIRO National Collections and Marine Infrastructure']","['University of Western Australia (UWA)', 'University of Western Australia (UWA)', 'University of Western Australia (UWA)', 'CSIRO National Collections and Marine Infrastructure Data Centre', '']",1003
8cb3a754-1d96-4b48-87f2-05468b9b3aae,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'CSIRO National Collections and Marine Infrastructure']","['CSIRO Oceans and Atmosphere', 'CSIRO Oceans and Atmosphere', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre', '']",13833
4293224b-d280-4264-ab19-30ab5f78c826,"['CSIRO National Collections and Marine Infrastructure', 'c']","['CSIRO National Collections and Marine Infrastructure', 'CSIRO National Collections and Marine Infrastructure', 'CSIRO National Collections and Marine Infrastructure', 'c']",13074
0614bd5f-591b-427f-ae7d-eb89942aca79,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'CSIRO National Collections and Marine Infrastructure']","['CSIRO Oceans and Atmosphere', 'CSIRO Oceans and Atmosphere', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre']",1281
85194a3f-bbfa-4fde-80a1-95c6cbdabbca,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'CSIRO National Collections and Marine Infrastructure']","['CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure', 'CSIRO National Collections and Marine Infrastructure', 'CSIRO National Collections and Marine Infrastructure Data Centre']",2074
a0aab0e0-797c-4186-b184-804dc79ed934,"['CSIRO Oceans and Atmospheric Research, Brisbane', 'CSIRO National Collections and Marine Infrastructure']","['CSIRO Oceans and Atmosphere', 'CSIRO Oceans and Atmosphere', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre']",306
c53a1d63-0ca7-4481-8607-0b2d01f9f99a,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'CSIRO National Collections and Marine Infrastructure']","['CSIRO National Collections and Marine Infrastructure', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure', 'CSIRO National Collections and Marine Infrastructure Data Centre']",18629
0e1f23cf-d2de-4adf-9a87-96e6a949fee3,['CSIRO National Collections and Marine Infrastructure'],"['CSIRO National Collections and Marine Infrastructure', 'CSIRO National Collections and Marine Infrastructure', 'CSIRO National Collections and Marine Infrastructure', 'CSIRO National Collections and Marine Infrastructure Data Centre']",5708
43e4c2cc-5886-427f-a4a9-d47d2635d246,['CSIRO National Collections and Marine Infrastructure'],"['CSIRO National Collections and Marine Infrastructure', 'CSIRO National Collections and Marine Infrastructure', 'CSIRO National Collections and Marine Infrastructure', 'CSIRO National Collections and Marine Infrastructure Data Centre']",38267
c02f4596-9f85-4909-885b-e502f893b5bb,"['James Cook University, Townsville', 'CSIRO National Collections and Marine Infrastructure']","['James Cook University', 'James Cook University', 'James Cook University', 'CSIRO National Collections and Marine Infrastructure Data Centre']",152
cc7481dc-a015-46e7-98b6-2ad7374886e6,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'CSIRO National Collections and Marine Infrastructure']","['CSIRO National Collections and Marine Infrastructure Data Centre', 'CSIRO National Collections and Marine Infrastructure Data Centre', 'CSIRO Oceans and Atmosphere, Information and Data Centre', 'CSIRO National Collections and Marine Infrastructure Data Centre', '']",18707
838de48c-aa45-4771-971f-1f1796f9bf75,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'CSIRO National Collections and Marine Infrastructure']","['CSIRO Oceans and Atmosphere', 'CSIRO Oceans and Atmosphere', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre', '']",85
d1b61ade-eb7f-437d-ada1-1cf2298ef4e9,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'CSIRO National Collections and Marine Infrastructure']","['CSIRO Oceans and Atmosphere', 'CSIRO Oceans and Atmosphere', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre', '']",1295
6b41771f-2194-476d-a44e-9194b3cfaeb3,"['CSIRO National Collections and Marine Infrastructure', 'Australasian Seabird Group']","['Australasian Seabird Group', 'Australasian Seabird Group', 'Australasian Seabird Group', 'CSIRO National Collections and Marine Infrastructure Data Centre']",1122
8603ecb0-e292-4f5d-a24a-0fff93b53770,"['CSIRO National Collections and Marine Infrastructure', 'Australasian Seabird Group']","['Australasian Seabird Group', 'Australasian Seabird Group', 'Australasian Seabird Group', 'CSIRO National Collections and Marine Infrastructure Data Centre']",1413
f4b07adc-cd2a-4b82-89d4-acb8155e2115,"['CSIRO National Collections and Marine Infrastructure', 'University of Groningen']","['University of Groningen', 'University of Groningen', 'University of Groningen', 'CSIRO National Collections and Marine Infrastructure Data Centre']",201
10c69325-1aa3-4deb-ba1b-3f635b221a92,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'Museum and Art Gallery, Northern Territory', 'CSIRO National Collections and Marine Infrastructure']","['Museum and Art Gallery of the Northern Territory', 'Museum and Art Gallery of the Northern Territory', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre']",7151
88c9a4f5-0c51-4cdf-8734-77d3d6aa934f,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'Museum and Art Gallery, Northern Territory', 'CSIRO National Collections and Marine Infrastructure']","['Museum and Art Gallery of the Northern Territory', 'Museum and Art Gallery of the Northern Territory', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre']",221
00a7f490-7418-413b-a9f1-666f186769b6,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'Museum and Art Gallery, Northern Territory', 'CSIRO National Collections and Marine Infrastructure']","['Museum and Art Gallery of the Northern Territory', 'Museum and Art Gallery of the Northern Territory', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre']",51476
f17d8dae-4125-4a45-a491-81f8d018e19c,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'Museum and Art Gallery, Northern Territory', 'CSIRO National Collections and Marine Infrastructure']","['Museum and Art Gallery of the Northern Territory', 'Museum and Art Gallery of the Northern Territory', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre']",33467
4550423a-25fc-4028-ad91-e8f63ecbbc8b,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'Museums Victoria', 'CSIRO National Collections and Marine Infrastructure']","['Museums Victoria', 'Museums Victoria', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre']",861
d104db68-63cf-4f34-b92a-54bd55a07394,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'Museums Victoria', 'CSIRO National Collections and Marine Infrastructure']","['Museums Victoria', 'Museums Victoria', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre']",195759
5a0f9397-f785-41af-9ad0-8cd288b84d18,"['University of Tasmania', 'CSIRO National Collections and Marine Infrastructure']","['University of Tasmania', 'University of Tasmania', 'University of Tasmania', 'CSIRO National Collections and Marine Infrastructure Data Centre']",146
86bb1f4b-4f2a-4f58-9b38-f300b0bbb3e4,"['Commonwealth Scientific and Industrial Research Organisation ', 'CSIRO National Collections and Marine Infrastructure']","['CSIRO', 'CSIRO', 'CSIRO', 'CSIRO National Collections and Marine Infrastructure Data Centre', '']",4859
8343e123-3d71-4b8e-a112-06fcc27598cc,"['Department of Conservation- Wellington Office', 'CSIRO National Collections and Marine Infrastructure']","['Department of Conservation', 'Department of Conservation', 'Department of Conservation', 'CSIRO National Collections and Marine Infrastructure Data Centre']",8425
0a6c216b-0abe-44d2-a45c-43d9611e2a03,"['Western Australian Museum', 'CSIRO National Collections and Marine Infrastructure']","['Western Australian Museum', 'Western Australian Museum', 'Western Australian Museum', 'CSIRO National Collections and Marine Infrastructure Data Centre']",27517
f8c046f0-e8ae-49f5-b94c-f78809a8b7dc,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'Western Australian Museum', 'CSIRO National Collections and Marine Infrastructure']","['Western Australian Museum', 'Western Australian Museum', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre']",47117
acd6f1b1-2e9b-48a6-b022-cee41b28f3b1,['CSIRO National Collections and Marine Infrastructure'],"['', '', '', 'CSIRO National Collections and Marine Infrastructure Data Centre', '']",12520
a1beaeb4-b27c-4b26-9783-2861984d8e4a,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'Queensland Museum', 'CSIRO National Collections and Marine Infrastructure']","['Queensland Museum', 'Queensland Museum', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre']",41527
82b9ede1-962d-42a5-acde-26b889b06858,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'South Australian Museum', 'CSIRO National Collections and Marine Infrastructure']","['South Australian Museum', 'South Australian Museum', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre']",6087
6e99cb6c-0efe-4087-b808-19c7cc17ae3d,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'South Australian Museum', 'CSIRO National Collections and Marine Infrastructure']","['South Australian Museum', 'South Australian Museum', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre']",12008
c9199fb8-fd9d-4137-a3bb-63a127977c67,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'Queensland Museum', 'CSIRO National Collections and Marine Infrastructure']","['Queensland Museum', 'Queensland Museum', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre']",27282
e06daf5d-9e6b-44e1-a6a7-cc91a3ee1f3b,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'Queensland Museum', 'CSIRO National Collections and Marine Infrastructure']","['Queensland Museum', 'Queensland Museum', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre']",32565
105b3c12-a0c1-497e-bc61-4d8a09c30a69,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'South Australian Museum', 'CSIRO National Collections and Marine Infrastructure']","['South Australian Museum', 'South Australian Museum', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre']",8137
6078be2d-e1af-47b3-bd70-3956dd95f664,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'Museum of Tropical Queensland', 'CSIRO National Collections and Marine Infrastructure']","['Queensland Museum', 'Queensland Museum', 'CSIRO Oceans and Atmosphere', 'CSIRO National Collections and Marine Infrastructure Data Centre']",49509
f09349a2-4c84-4a8b-8c06-a6f3f5f5da19,"['Australian Institute of Marine Science, Townsville', 'CSIRO National Collections and Marine Infrastructure']","['Australian Institute of Marine Science (AIMS)', 'Australian Institute of Marine Science (AIMS)', 'Australian Institute of Marine Science (AIMS)', 'CSIRO National Collections and Marine Infrastructure Data Centre']",397
b545eb74-b139-40ad-96ce-3e9d07d2fd25,"['Australian Institute of Marine Science, Townsville', 'CSIRO National Collections and Marine Infrastructure']","['Australian Institute of Marine Science (AIMS)', 'Australian Institute of Marine Science (AIMS)', 'Australian Institute of Marine Science (AIMS)', 'CSIRO National Collections and Marine Infrastructure Data Centre']",15534
59019e18-d1b2-47ce-95d2-b53032df3274,"['Australian Institute of Marine Science, Townsville', 'CSIRO National Collections and Marine Infrastructure']","['Australian Institute of Marine Science (AIMS)', 'Australian Institute of Marine Science (AIMS)', 'Australian Institute of Marine Science (AIMS)', 'CSIRO National Collections and Marine Infrastructure Data Centre']",173
127b85e6-bedd-47cb-97f0-fb0f0348b83a,"['Australian Institute of Marine Science, Townsville', 'CSIRO National Collections and Marine Infrastructure']","['Australian Institute of Marine Science (AIMS)', 'Australian Institute of Marine Science (AIMS)', 'Australian Institute of Marine Science (AIMS)', 'CSIRO National Collections and Marine Infrastructure Data Centre']",550
17a7d690-e05d-4054-bb61-77bb3f26ba0a,"['Australian Institute of Marine Science, Townsville', 'CSIRO Oceans and Atmosphere Information and Data Centre, Hobart']","['Australian Institute of Marine Science (AIMS)', 'Australian Institute of Marine Science (AIMS)', 'Australian Institute of Marine Science (AIMS)', 'CSIRO Oceans and Atmosphere']",1422
b4a5e409-bedd-43a2-835a-b7e374557791,"['Australian Institute of Marine Science, Townsville', 'CSIRO National Collections and Marine Infrastructure']","['Australian Institute of Marine Science (AIMS)', 'Australian Institute of Marine Science (AIMS)', 'Australian Institute of Marine Science (AIMS)', 'CSIRO National Collections and Marine Infrastructure Data Centre']",1034
8af3708a-81fb-4edd-ade6-b23532a0f26c,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'CSIRO National Collections and Marine Infrastructure']","['CSIRO', 'CSIRO', 'CSIRO', 'CSIRO National Collections and Marine Infrastructure Data Centre']",13856
92430db9-eccc-4b53-a7d0-1d89250bff4f,"['Department of Environment and Heritage Protection', 'CSIRO National Collections and Marine Infrastructure']","['Australian Government Department of the Environment and Heritage', 'Australian Government Department of the Environment and Heritage', 'CSIRO National Collections and Marine Infrastructure', 'CSIRO National Collections and Marine Infrastructure Data Centre', '']",33318
09af1850-4be0-4840-8cac-b7088d3cd4ec,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart']","['CSIRO Oceans and Atmosphere', 'CSIRO Oceans and Atmosphere', 'CSIRO Oceans and Atmosphere', 'CSIRO Oceans and Atmosphere']",1022
711fa750-5e61-4b3c-a8f1-e5bfd20e47cc,"['CSIRO Oceans and Atmosphere Information and Data Centre, Hobart', 'CSIRO National Collections and Marine Infrastructure']","['CSIRO', 'CSIRO', 'CSIRO National Collections and Marine Infrastructure', 'CSIRO National Collections and Marine Infrastructure Data Centre']",287
6a2c5c17-40cf-444f-8fda-c78fa257116f,"['Queensland Government', 'Terrestrial Ecosystem Research Network', 'CSIRO National Collections and Marine Infrastructure']","['Terrestrial Ecosystem Research Network (TERN)', 'Queensland Government', 'CSIRO National Collections and Marine Infrastructure', 'CSIRO National Collections and Marine Infrastructure Data Centre']",5421
0701925f-50c7-4a44-8e25-aaf1c22c52ba,"['CSIRO National Collections and Marine Infrastructure', 'University of Göttingen']","['University of Göttingen', 'University of Göttingen', 'University of Göttingen', 'CSIRO National Collections and Marine Infrastructure Data Centre']",912
beab1dcb-8235-4072-85cd-d8c3373e4ae0,"['Smithsonian Environmental Research Center', 'Smithsonian Marine Station', 'Smithsonian Tropical Research Institute']","['Smithsonian Environmental Research Center', 'Smithsonian Environmental Research Center', 'Smithsonian Environmental Research Center', 'Smithsonian Environmental Research Center', 'Smithsonian Environmental Research Center', 'Smithsonian Marine Station', 'Smithsonian Environmental Research Center', 'Smithsonian Marine Station', 'Smithsonian Tropical Research Institute', 'Smithsonian Environmental Research Center', 'Smithsonian Tropical Research Institute', 'Smithsonian Tropical Research Institute']",2056
34b75485-47cc-4386-95e7-3c5e439377d6,"['International Seabed Authority', 'China Ocean Mineral Resources Research and Development Association']","['China Ocean Mineral Resources Research and Development Association', 'International Seabed Authority', 'International Seabed Authority']",200
b4853d39-b86a-43b3-9ad4-b8e84d95fd6a,"['Bundesanstalt für Geowissenschaften und Rohstoffe (BGR) in Hannover', 'International Seabed Authority']","['Federal Institute for Geosciences and Natural Resources of Germany', 'International Seabed Authority', 'International Seabed Authority']",3514
41dd1b13-c30d-44ce-b4ad-ba0e648b4351,"['International Seabed Authority', 'Yuzhmorgeologiya']","['Yuzhmorgeologiya', 'International Seabed Authority', 'International Seabed Authority']",570
1e00c014-8125-454f-be4d-a2b19e40dcc3,"['International Seabed Authority', 'Global Sea Mineral Resources']","['Global Sea Mineral Resources NV', 'International Seabed Authority', 'International Seabed Authority']",72
37ea7432-f767-4e81-8263-6e75f7118070,"['International Seabed Authority', 'Global Sea Mineral Resources']","['Global Sea Mineral Resources NV', 'International Seabed Authority', 'International Seabed Authority']",452
30e505e2-27fc-434e-b8c1-19f8d3c02eb4,"['International Seabed Authority', 'China Ocean Mineral Resources Research and Development Association']","['China Ocean Mineral Resources Research and Development Association', 'International Seabed Authority', 'International Seabed Authority']",19
2020529f-3220-4f4f-9e0f-bd4edc3df85b,"['International Seabed Authority', 'China Ocean Mineral Resources Research and Development Association']","['China Ocean Mineral Resources Research and Development Association', 'International Seabed Authority', 'International Seabed Authority']",491
83a31016-4ec5-4928-ba9f-e3a66e8177f0,"['International Seabed Authority', 'China Ocean Mineral Resources Research and Development Association']","['China Ocean Mineral Resources Research and Development Association', 'International Seabed Authority', 'International Seabed Authority']",182
ca62bc78-135f-4171-8a66-88d244ccc312,"['International Seabed Authority', 'Government of the Republic of Korea']","['Government of the Republic of Korea', 'International Seabed Authority', 'International Seabed Authority']",300
73741f8a-713e-45c0-a6ba-1be9fa50770f,"['International Seabed Authority', 'Interoceanmetal Joint Organization']","['Interoceanmetal Joint Organization', 'International Seabed Authority', 'International Seabed Authority']",55
086623ff-31b0-43e8-8886-9f8d890b6632,"[""Institut Français de Recherche pour l'Exploitation de la Mer, IFREMER, Centre de Brest"", 'International Seabed Authority']","[""Institut français de recherche pour l'exploitation de la mer"", 'International Seabed Authority', 'International Seabed Authority']",6
0cf025b7-2c48-4d70-a309-40a75843d695,"['International Seabed Authority', 'Japan Oil, Gas and Metals National Corporation']","['Japan Oil, Gas and Metals National Corporation', 'International Seabed Authority', 'International Seabed Authority']",440
7ed58608-0db6-4a9b-a8f1-4527d2002214,"['International Seabed Authority', 'China Ocean Mineral Resources Research and Development Association']","['China Ocean Mineral Resources Research and Development Association', 'International Seabed Authority', 'International Seabed Authority']",210
238d650e-0f11-4439-b228-87693689676f,"['International Seabed Authority', 'Yuzhmorgeologiya']","['Yuzhmorgeologiya', 'International Seabed Authority', 'International Seabed Authority']",605
93de658a-9e25-47f8-811d-0e6365b0f6d7,"['Bundesanstalt für Geowissenschaften und Rohstoffe (BGR) in Hannover', 'International Seabed Authority']","['Federal Institute for Geosciences and Natural Resources of Germany', 'International Seabed Authority', 'International Seabed Authority']",6
601b9550-48f5-403f-903a-e22712a90d7e,"['International Seabed Authority', 'Deep Ocean Resources Development Co. Ltd.']","['Deep Ocean Resources Development Co. Ltd.', 'International Seabed Authority', 'International Seabed Authority']",296
f8e06264-301f-4623-b960-9b81b0e0c002,"['Bundesanstalt für Geowissenschaften und Rohstoffe (BGR) in Hannover', 'International Seabed Authority']","['Federal Institute for Geosciences and Natural Resources of Germany', 'International Seabed Authority', 'International Seabed Authority']",1
c280d31c-f62b-4596-b57f-10deea0a31a8,"['International Seabed Authority', 'Japan Oil, Gas and Metals National Corporation']","['Japan Oil, Gas and Metals National Corporation', 'International Seabed Authority', 'International Seabed Authority']",32
4c35bfd7-961d-4bf5-ba5b-067e4f29e1c6,"['International Seabed Authority', 'China Ocean Mineral Resources Research and Development Association']","['China Ocean Mineral Resources Research and Development Association', 'International Seabed Authority', 'International Seabed Authority']",256
a9ac85d8-67a1-49bf-8ee8-815536022ce6,"['International Seabed Authority', 'Global Sea Mineral Resources']","['Global Sea Mineral Resources NV', 'International Seabed Authority', 'International Seabed Authority']",1282
49121bca-c039-4a47-803d-26394ad1ce6f,"['International Seabed Authority', 'Japan Oil, Gas and Metals National Corporation']","['Japan Oil, Gas and Metals National Corporation', 'International Seabed Authority', 'International Seabed Authority']",9
3602c484-da4a-4928-a5b1-621c7213e79f,"['International Seabed Authority', 'Ministry of Natural Resources and Environment of the Russian Federation']","['Ministry of Natural resources and environment of the russian federation', 'International Seabed Authority', 'International Seabed Authority']",10
8665163b-9163-4af2-8ce8-fbe5c9388bcc,"['International Seabed Authority', 'Government of the Republic of Korea']","['Government of the Republic of Korea', 'International Seabed Authority', 'International Seabed Authority']",17
13cc685d-8da5-4c0b-beb5-0e4ba21ac861,"[""Institut Français de Recherche pour l'Exploitation de la Mer, IFREMER, Centre de Brest"", 'International Seabed Authority']","[""Institut français de recherche pour l'exploitation de la mer"", 'International Seabed Authority', 'International Seabed Authority']",45
f39e92e9-e1b5-494d-8f91-876600d2926c,"['International Seabed Authority', 'Government of the Republic of Korea']","['Government of the Republic of Korea', 'International Seabed Authority', 'International Seabed Authority']",44
42e7f007-d4f3-4be8-a4c3-0a51eb2c7ff4,"['International Seabed Authority', 'Government of the Republic of Korea']","['Government of the Republic of Korea', 'International Seabed Authority', 'International Seabed Authority']",18
94ce69e6-6cc8-4f51-a804-8b9268238cdf,"['International Seabed Authority', 'Government of the Republic of Korea']","['Government of the Republic of Korea', 'International Seabed Authority', 'International Seabed Authority']",404
6951ef75-9c6d-4a89-8c3e-59d73d2c0bf2,"['International Seabed Authority', 'Government of the Republic of Korea']","['Government of the Republic of Korea', 'International Seabed Authority', 'International Seabed Authority']",214
2ee46af7-fd89-48ac-9e65-8ee4c2eafafb,"['Bundesanstalt für Geowissenschaften und Rohstoffe (BGR) in Hannover', 'International Seabed Authority']","['Federal Institute for Geosciences and Natural Resources of Germany', 'International Seabed Authority', 'International Seabed Authority']",1
a4742f1e-c0e3-43a4-8787-6e0e53975248,"['International Seabed Authority', 'China Ocean Mineral Resources Research and Development Association']","['China Ocean Mineral Resources Research and Development Association', 'International Seabed Authority', 'International Seabed Authority']",50
b5aa5079-dc0f-4ce4-9aba-a5d2d9f40143,"['International Seabed Authority', 'China Ocean Mineral Resources Research and Development Association']","['China Ocean Mineral Resources Research and Development Association', 'International Seabed Authority', 'International Seabed Authority']",121
56f36466-ae02-43bc-bc2f-a0fc02c174f8,"['International Seabed Authority', 'China Ocean Mineral Resources Research and Development Association']","['China Ocean Mineral Resources Research and Development Association', 'International Seabed Authority', 'International Seabed Authority']",35
2c9890c1-45f9-4ac7-a61a-3ec987659045,"['International Seabed Authority', 'China Ocean Mineral Resources Research and Development Association']","['China Ocean Mineral Resources Research and Development Association', 'International Seabed Authority', 'International Seabed Authority']",31
5ed4177f-5460-45c0-83cf-a98b1c5a8410,"['International Seabed Authority', 'China Ocean Mineral Resources Research and Development Association']","['China Ocean Mineral Resources Research and Development Association', 'International Seabed Authority', 'International Seabed Authority']",3
11b12b09-63e1-49a3-ac17-8cdc85838969,"['International Seabed Authority', 'Global Sea Mineral Resources']","['Global Sea Mineral Resources NV', 'International Seabed Authority', 'International Seabed Authority']",76
81b1adc1-0cf7-45b6-ab19-c2a8f3c2b378,"['International Seabed Authority', 'China Ocean Mineral Resources Research and Development Association']","['China Ocean Mineral Resources Research and Development Association', 'International Seabed Authority', 'International Seabed Authority']",153
f9fc671b-8730-49c5-99b9-df2e7b7513d1,"['International Seabed Authority', 'China Ocean Mineral Resources Research and Development Association']","['China Ocean Mineral Resources Research and Development Association', 'International Seabed Authority', 'International Seabed Authority']",181
13f1645c-e753-4d0e-b40c-d380c18bf50d,"['Bundesanstalt für Geowissenschaften und Rohstoffe (BGR) in Hannover', 'International Seabed Authority']","['Federal Institute for Geosciences and Natural Resources of Germany', 'International Seabed Authority', 'International Seabed Authority']",121
669598f8-9875-43d5-96d5-a8404904002d,"['Bundesanstalt für Geowissenschaften und Rohstoffe (BGR) in Hannover', 'International Seabed Authority']","['Federal Institute for Geosciences and Natural Resources of Germany', 'International Seabed Authority', 'International Seabed Authority']",527
64798c9f-0a24-4f80-a256-efdb921c59bd,"['International Seabed Authority', 'Government of the Republic of Korea']","['Government of the Republic of Korea', 'International Seabed Authority', 'International Seabed Authority']",5
69981465-a3bb-4faf-88cb-0b73ba19b4c6,"['International Seabed Authority', 'China Ocean Mineral Resources Research and Development Association']","['China Ocean Mineral Resources Research and Development Association', 'International Seabed Authority', 'International Seabed Authority']",84
a914e242-0f35-4233-a9c5-429f7288631d,"['Bundesanstalt für Geowissenschaften und Rohstoffe (BGR) in Hannover', 'International Seabed Authority']","['Federal Institute for Geosciences and Natural Resources of Germany', 'International Seabed Authority', 'International Seabed Authority']",369
1cdb4401-902f-4f3d-aaee-50ab0258aa27,"['International Seabed Authority', 'UK Seabed Resources Ltd.']","['UK Seabed Resources Ltd. ', 'International Seabed Authority', 'International Seabed Authority']",181
f7a9e965-7c86-40f0-a54c-e47cf1ce291d,"['International Seabed Authority', 'Government of the Republic of Korea']","['Government of the Republic of Korea', 'International Seabed Authority', 'International Seabed Authority']",9
e5cfb6a0-cc12-4e66-99e8-fb83cee16498,"['International Seabed Authority', 'UK Seabed Resources Ltd.']","['UK Seabed Resources Ltd. ', 'International Seabed Authority', 'International Seabed Authority']",884
0fd63ab8-597b-4205-b94d-01ae38431cc6,"['Bundesanstalt für Geowissenschaften und Rohstoffe (BGR) in Hannover', 'International Seabed Authority']","['Federal Institute for Geosciences and Natural Resources of Germany', 'International Seabed Authority', 'International Seabed Authority']",151
8fd6f2f5-ee1c-417c-8940-a2c6b46067b3,"['International Seabed Authority', 'Deep Ocean Resources Development Co. Ltd.']","['Deep Ocean Resources Development Co. Ltd.', 'International Seabed Authority', 'International Seabed Authority']",478
cc2b624b-9f63-4fbb-9a60-d62bb5e63ec0,"['International Seabed Authority', 'Ocean Mineral Singapore Pte. Ltd.']","['Ocean Mineral Singapore Pte. Ltd.', 'International Seabed Authority', 'International Seabed Authority']",316
40d53f34-ba5c-477a-a9f7-6b221b17c6ff,"['International Seabed Authority', 'Ocean Mineral Singapore Pte. Ltd.']","['Ocean Mineral Singapore Pte. Ltd.', 'International Seabed Authority', 'International Seabed Authority']",4990
aec15b68-859f-41ed-aa27-11b4f7305a63,"['International Seabed Authority', 'UK Seabed Resources Ltd.']","['UK Seabed Resources Ltd. ', 'International Seabed Authority', 'International Seabed Authority']",1483
6501a522-3346-45b4-9e54-21f33ccf8bd3,"['International Seabed Authority', 'UK Seabed Resources Ltd.']","['UK Seabed Resources Ltd. ', 'International Seabed Authority', 'International Seabed Authority']",459
778be520-efda-4488-9c83-c9fcf371c239,"[""Institut Français de Recherche pour l'Exploitation de la Mer, IFREMER, Centre de Brest"", 'International Seabed Authority']","[""Institut français de recherche pour l'exploitation de la mer"", 'International Seabed Authority', 'International Seabed Authority']",128
b67c93d9-9625-4b6b-921b-0a81680e8735,"['International Seabed Authority', 'Government of the Republic of Korea']","['Government of the Republic of Korea', 'International Seabed Authority', 'International Seabed Authority']",52
